id,intention_0,intention_1,intention_2,intention_3,intention_4,intention_5,intention_6,intention_7,intention_8,intention_9,intention_10,intention_11,intention_12,intention_13,intention_14,intention_15,intention_16,intention_17,intention_18,intention_19,intention_20,intention_21,intention_22,intention_23,intention_24,intention_25,intention_26,intention_27,intention_28,intention_29,intention_30,intention_31,intention_32,intention_33,intention_34,intention_35,intention_36,intention_37,intention_38,intention_39,intention_40,intention_41,intention_42,intention_43,intention_44,intention_45,intention_46,intention_47,intention_48,intention_49,intention_50,intention_51,intention_52,intention_53,intention_54,intention_55,intention_56,intention_57,intention_58,intention_59,intention_60,intention_61,intention_62,intention_63,intention_64,intention_65,intention_66,intention_67,intention_68,intention_69,intention_70,intention_71,intention_72,intention_73,intention_74,intention_75,intention_76,intention_77,intention_78,intention_79,intention_80,intention_81,intention_82,intention_83,intention_84,intention_85,intention_86,intention_87,intention_88,intention_89,intention_90,intention_91,intention_92,intention_93,intention_94,intention_95,intention_96,intention_97,intention_98,intention_99
200,0.009013038104318085,0.062670633840815,0.11326553157513067,0.23372413388325622,0.4065148941234697,0.5105629619091021,0.5792266689139739,0.6362095605286631,0.6648889009863319,0.6774053253817806,0.6939624872067257,0.7005717383579639,0.7089645804611768,0.7154206892135246,0.7184425292401849,0.7182019109864731,0.7269192521682379,0.7269236886328834,0.7226872861478497,0.7273691463344771,0.7234847705284342,0.7251642610197132,0.723012098922199,0.7255719220702558,0.7245173709802211,0.7251562555503699,0.7219011151792132,0.7185184528669837,0.7103691030939153,0.7070568491516722,0.7052351287588132,0.7155971761411192,0.7166104098471436,0.7177444874911214,0.7119734664025179,0.7104160984360789,0.7056740149839129,0.7057907154802067,0.7108279180708729,0.712368213406227,0.7183836084684276,0.7266615463125189,0.7292244236148632,0.7249201607946795,0.7260481840453988,0.721607230688628,0.7235116906115137,0.7326313762929548,0.7349187245119269,0.7350367278611397,0.7305664401751092,0.7319435157828454,0.7356676016787582,0.7350090571405201,0.7363057838007734,0.7277866982756901,0.722509536953564,0.721269230931032,0.7158463385525373,0.7165973333845372,0.7154576545699746,0.7135672921636045,0.7158497671121097,0.7180384987948255,0.7260085500084382,0.7277263816236867,0.7278242005351662,0.7200190409897124,0.7191120308424666,0.7162121235679838,0.7188545947177881,0.7207393102743705,0.7253846445369077,0.7234219160609092,0.7233441115475364,0.7217522090999665,0.7235273562389534,0.7207273846188242,0.7139651266987128,0.7131316337452084,0.7094831983846487,0.7102756216953917,0.7119947969297904,0.7228365296379458,0.721120279156986,0.726184377488011,0.7260337330903879,0.7278660522229846,0.7259961269944293,0.7275966400744626,0.7263976554652289,0.7259522666370414,0.7221520752002424,0.7225315010112173,0.7211337413207375,0.7166908740667145,0.720648427031354,0.71475765865234,0.7163341036334664,0.7192577288372008
201,0.013329658673770546,0.07541282469078918,0.21238868141242212,0.34006773312221944,0.47361606055495054,0.5709478262722171,0.6212733751851426,0.6501650473659981,0.6670634038318392,0.6629676345377967,0.6696339656727696,0.6722578549690595,0.6876938550913766,0.7014795665634855,0.7103428624172594,0.714050655136534,0.7197555418937592,0.7267076692892906,0.7274411085738646,0.7289132414895799,0.7277076903954867,0.7288693907548728,0.7285429652250395,0.7301425624581532,0.7281638162150577,0.7328766344243178,0.7317746078093306,0.7344987028487736,0.7377368288783523,0.7426196439141411,0.7350700416951361,0.7283895064827318,0.7270308357069146,0.7343852774433048,0.7404643127507632,0.7357348600047972,0.7287356100682704,0.7198961644615445,0.7181387310916931,0.719310149891469,0.7151104757715401,0.7211242194550433,0.7182836441652997,0.7197999385423295,0.7281116994570712,0.730708008027851,0.7307987521312488,0.7270157720335457,0.7233850125786742,0.7252901287654767,0.7203563761855635,0.7325688466012857,0.7347267060422206,0.727127250564726,0.7310564465173961,0.7323322684424958,0.7345077921202724,0.7339760971704195,0.7272323664828033,0.7307861704152707,0.7296866996789426,0.7312078714716869,0.7307974414491251,0.7348011724403664,0.7325960336299709,0.7373427246451185,0.7398172531158471,0.7373259409618826,0.7378743483849771,0.7291909547820451,0.7310831253677043,0.7293182716556061,0.7281842334236377,0.7206350803466579,0.7185222647392442,0.7276107130000034,0.7346194368614155,0.7249896566580176,0.7278720217478881,0.7269411307145157,0.7262126292292909,0.7277113357994931,0.7310295699892829,0.7313228034098757,0.728645219071268,0.726027210380887,0.7246261266876882,0.7272876703534237,0.7259233963099229,0.7245816561384594,0.723915892118435,0.7257543569841638,0.7231048399031995,0.7246888934544442,0.7227169678165075,0.7239054967869181,0.7257029120113511,0.7251108480129137,0.7297574392657354,0.7296430352412773
202,8.804108949241849E-4,0.045644281479974104,0.1350698611724337,0.2807783570132044,0.43817373815637667,0.5272110966903678,0.5958442899047445,0.6503017677455238,0.6670281399741522,0.6952083746831041,0.7122508221585508,0.7162072296372217,0.7372470041076741,0.7498087346080419,0.7596856525305878,0.7571425920610043,0.7524183226614843,0.7575596752562549,0.7567603615831848,0.7580525513054462,0.7612822703128046,0.7619234169509297,0.7603948982902025,0.7538757440165504,0.7636966980341326,0.7718792413266913,0.7810697284338363,0.7730774883037205,0.7704548030363789,0.7752334471784988,0.7775762358530852,0.7809514172477381,0.7809759133710891,0.7811570547009847,0.7793201223829762,0.7846425876364811,0.7908731806916027,0.789224317049788,0.7892578160115584,0.7905405972608632,0.7922059199886471,0.7911655306334194,0.7810654141456389,0.7783875820273483,0.7747917302926031,0.7721678210710722,0.7696816673771621,0.7709262341299953,0.7727716616383479,0.7703784815865679,0.7722147118422598,0.7628437876425092,0.7624305933008289,0.7572653252161007,0.7539492881332163,0.7564522573134442,0.7648879830456419,0.7702052528396099,0.7667610076357196,0.7633175287974548,0.761183840175286,0.7665340813674925,0.7651456359803704,0.7683872197741001,0.7689720822642093,0.7749141197550944,0.7667744134859781,0.7628612508680074,0.7649012267427756,0.7694832068961064,0.7632298524670013,0.7628373508390781,0.7616606741105504,0.760587057694416,0.7617897888173326,0.7619972358048686,0.7605906889328159,0.7663847822076713,0.7653141219551926,0.7612156194364915,0.7643776752302709,0.7651043326472154,0.765823957647758,0.7591475280914269,0.7642858422175394,0.7681415118055134,0.7677906216102044,0.767237561885438,0.7577200543385091,0.7571695782289457,0.7513645673560192,0.7558276653796588,0.7656672955498898,0.7650484954470069,0.7605339958504531,0.7586427438357116,0.7639717426903044,0.7602143754462655,0.7620076858616953,0.7606967319277373
203,0.0036077755240451924,0.07410844767387831,0.19466481619332637,0.30202443113327193,0.3913371901179965,0.4650950867257347,0.5315705705464275,0.5632183013733943,0.5917649140862988,0.6103747360166494,0.6202261077064202,0.6248612738008698,0.6340396488592623,0.636549539660418,0.6380868211623002,0.6487986060554463,0.646423173601833,0.6474005933132778,0.6399539145470384,0.638027869487976,0.6401586116238777,0.6419639315625364,0.6624055045121832,0.6631516530204518,0.6473476026160476,0.6585605105509823,0.6632277500736768,0.6709215182440473,0.6887727591295624,0.6920699588017097,0.6830191736917292,0.6746426442045828,0.6772845108684141,0.6694441388471103,0.6699913159487002,0.6798571627317992,0.686277491647707,0.6995280978240452,0.6963975827147099,0.6895345483498312,0.6919382102124481,0.6950251865716691,0.6900290334859506,0.6954202197266649,0.6880668045160019,0.6893582204717825,0.6922315621711935,0.6899208339261649,0.6909669943065595,0.6940354379212065,0.6992846369921422,0.7092279811436214,0.7118503425283954,0.6994803581249391,0.6959497304068379,0.6945970157280819,0.6861222511024441,0.6887240112989528,0.6811135973391365,0.678947964495574,0.6804299395537466,0.6832176696881347,0.6766064966341316,0.6862274950890281,0.6851303697420204,0.680350157443308,0.6799254396887292,0.6736499322494537,0.6842659184288581,0.685187095739293,0.6836872174930129,0.6963081416536555,0.6929412939598402,0.6976346385670557,0.6960474050967583,0.6995002160612118,0.6985583993504673,0.6970203102959718,0.6999812259653665,0.7065300418856773,0.7108963312921791,0.7075292052151321,0.7008664322351824,0.7013522914076076,0.699476634029124,0.694439911478621,0.703100739975577,0.7059407136534719,0.7062101764714356,0.6929229648430794,0.6892361800072401,0.6830841920872711,0.6791513399358347,0.681527588155977,0.6853560961866889,0.6804447858039799,0.6860440616311146,0.6844824677901282,0.6817664574616109,0.686449263509894
204,0.01026963517528009,0.07607521350476748,0.20729207537722957,0.4141949412417496,0.5574942172782794,0.6460831976557556,0.7024309375619028,0.7440773507844789,0.7768295093549608,0.7749367130744649,0.7746773167630024,0.7729192789340567,0.7735788729918524,0.770208595252027,0.7716311283989218,0.7767430296275185,0.7780798033420999,0.7725174711336273,0.7697891323122387,0.7779870439232254,0.7825531546587712,0.7858155508875051,0.787521765914478,0.7855431752055854,0.7866192365713366,0.7916030991021884,0.7949846432716788,0.7999620850463812,0.7913257635902674,0.797266972728195,0.7956326872032424,0.7943490546634532,0.7901167459453867,0.7930578357087005,0.7903111451692338,0.786098761800868,0.7834630656464258,0.7892964002265476,0.7901823584217526,0.791316151521726,0.7959157515264441,0.800541231417846,0.8005683334538998,0.7996353784172107,0.7992428861050347,0.8058671555057046,0.8075027538035247,0.8089520466132513,0.8072858158877751,0.8110845117139273,0.8088760173779508,0.8097459618680212,0.8089828501936579,0.8068922504155354,0.810765530553523,0.8096655567189975,0.8022031088765067,0.8008082528413144,0.79472687226138,0.7955034861382302,0.7981014802223733,0.7969087431480579,0.8004615915994892,0.802908249769004,0.8051368530606582,0.799675991975112,0.7953449206733697,0.7941545231105266,0.7945843124891538,0.7967125742133843,0.7953983910318967,0.7968442108286089,0.7987986808917733,0.8009548560720222,0.799678103780864,0.8026216404746077,0.8043472561648195,0.8030951769226603,0.8018998557959115,0.8041229223767171,0.8017246814642874,0.8002627184432662,0.7964920924499599,0.7974764728950925,0.7956032145612549,0.7983867211370232,0.79412600493318,0.7936088047606035,0.7927480106466805,0.7914750441578657,0.7962454590689323,0.7982529983266766,0.8054886316513443,0.808411538448455,0.8072200322001234,0.8038821398478992,0.8020207367149639,0.8022643378208872,0.8031004449018666,0.7994975124724415
205,0.021789817355014885,0.13348745850102567,0.3151001409079239,0.433123682853521,0.5265677605084041,0.5844917730998997,0.6274835399469115,0.6577227519546048,0.6659512236821518,0.6896095998413174,0.693635369823911,0.6936474818979272,0.698852441451142,0.7013160230189971,0.7096969032239997,0.7137486568413882,0.7207078522959712,0.7285011897489873,0.733413163071272,0.7333301333358131,0.733716493047138,0.7257454309539437,0.7269917141315829,0.7274028664330336,0.7287805714515401,0.7298735409233588,0.7277496023314645,0.7247725989572618,0.7277603223444131,0.7245123244826069,0.7296682038594194,0.7320307811575175,0.731200664320018,0.7354343960539883,0.7486190972591884,0.7429268409185619,0.7350840951551256,0.7389747246856949,0.7344387140028986,0.7305326717418843,0.7267158057042069,0.7354908343823371,0.7294943009452171,0.7333470936225619,0.733885256470586,0.7345692184919496,0.732235997512972,0.7331049745175053,0.734177701845689,0.7446759635386546,0.7431874876571801,0.7406320356183095,0.7375007546503382,0.7405950671647892,0.7390837910644467,0.7347578764907483,0.7360996080241765,0.7335272507715445,0.7330537259215255,0.731557323483128,0.7348080935445185,0.7327274988623016,0.734950571744836,0.7413154608271104,0.7416083331743404,0.735270097564912,0.7362098164386824,0.7342346328058905,0.7353003194968128,0.7380182217189782,0.7437713050340293,0.7465411278149362,0.7466212375174834,0.7449779675999814,0.741232647406619,0.7405894234088036,0.7442191147543479,0.743237549374363,0.7385585576470028,0.7370976273377985,0.7347320419410093,0.7368944978658163,0.7348807903125347,0.7355034687023375,0.7376044882973081,0.7359277915878532,0.7247686273467703,0.7200265544335868,0.7190853810298994,0.7170241193397687,0.7184472255877012,0.7152849809602695,0.717205635120493,0.7252170343629101,0.730594314583316,0.7340400051118001,0.7355393597498774,0.7392516291346787,0.7379569459058455,0.7404678192478462
206,0.007736930144879961,0.046263614885692333,0.10987788673900742,0.24130530347248652,0.36270055164154913,0.4870747516622584,0.5918085223025866,0.6491102110548107,0.6887780960214326,0.721375752037635,0.7373857839424836,0.7453195235248776,0.7322754059731765,0.7009390858405754,0.689538912087322,0.6790009185512431,0.6773644456771176,0.6733064861220224,0.6771310028627693,0.6800013398437605,0.6741267473726422,0.6709442735185214,0.674783406888051,0.6830183802971338,0.684836761320826,0.6888883019511931,0.6921716700583205,0.6925267662553111,0.69653995821543,0.7081022119485008,0.7068712764689948,0.7142351921745386,0.7274031928883712,0.7319332566263852,0.7392546092554849,0.7331770382145186,0.7366469788873902,0.7397197829678533,0.7351417845867299,0.7429659460401601,0.7432885398522763,0.7422169301255286,0.7509805602030042,0.751595871521358,0.7570711783429392,0.75888744080518,0.7543940377443761,0.7547783355728579,0.7621696705309179,0.7570912570091296,0.7596764687489609,0.7657400395510198,0.7602003531608729,0.7637375707869409,0.7653079100264476,0.7602383509601538,0.7616765661038873,0.7679605284387486,0.7761558112540509,0.7747336336309112,0.7643261679952276,0.7620618692883996,0.7582557922824763,0.7564315410064123,0.7591377608418887,0.7552978631587706,0.7698337214788395,0.7705756187590858,0.7725620457202759,0.7716488851751344,0.7694666924887343,0.7607685678569386,0.7626700168303003,0.7603276350913649,0.764052378243107,0.7642507171933977,0.7679090224907149,0.7614045794542638,0.7591076702675472,0.764553944755864,0.7730780998381218,0.7672357950798587,0.7657704794256758,0.7720849057353848,0.7747858983767059,0.7712222068631572,0.7737876869074936,0.7795309140852954,0.7880481703568026,0.7936032328953891,0.7946917671726826,0.7839196651192758,0.7741425373400651,0.7750591487740114,0.7715169682292116,0.7713800953083824,0.7666638130830756,0.7617275890321433,0.7625135022912217,0.7634977954878643
207,0.007868565921672767,0.09592178146962875,0.24879583392095989,0.40670429503304967,0.4940780077935908,0.5826022444611716,0.6373919886961142,0.6785752433984432,0.6982413777460778,0.7131529632337863,0.7258924674426701,0.7385921023528098,0.7324063414840758,0.7301228531256136,0.7311339167644652,0.7363000191418969,0.7334339485115887,0.7279862953674981,0.7208001563175037,0.7189870418878612,0.7099189634012639,0.7119466554524665,0.7184853270403093,0.7229948771287191,0.7281684358788535,0.7244911301722474,0.7292395623635965,0.729817641305449,0.7300135103744383,0.7317500733759644,0.7336564962137743,0.745606008190409,0.7428511390399354,0.748458367719813,0.7512449652822464,0.7492229877402756,0.7514650786037359,0.7458394332232136,0.7437781008513891,0.7287637161919972,0.7283352182337505,0.7174129743308262,0.7200533094499996,0.7160668460773819,0.7196165809096791,0.7242696577084076,0.7249040093628889,0.7309159756321378,0.7308887870901424,0.7298927150453174,0.7282101134449186,0.7380325680841721,0.7348860591951076,0.7310097598625392,0.7285467506970417,0.7364497666642591,0.7320058640352218,0.7333015925068791,0.732100120833355,0.7308694195319525,0.7380239108568454,0.7358433279086113,0.7413722960040566,0.7433955671999527,0.7382671379349101,0.741389537703042,0.7405269559437481,0.725913615466229,0.7172989001771594,0.7175141736144967,0.7200539470610705,0.7200319142843732,0.7192886694057573,0.7208613697861271,0.7186099273442069,0.7202887114552342,0.7222810123961334,0.7245882971581362,0.7243469866175191,0.7200945885125098,0.7158787200026387,0.7165912616492638,0.7193557235183181,0.7183769229229113,0.7205421548470445,0.7206164680978182,0.728373309214765,0.7383390675137043,0.7410172395144693,0.7377556785713201,0.7344881838574046,0.7372275346879766,0.7343133212176117,0.7344285882825723,0.7378665910214682,0.7410196708646299,0.738128613301461,0.740475308281811,0.7377967357038515,0.7359633736660239
208,0.021897350585930696,0.09470198326154183,0.2400547110233149,0.38648004068643194,0.4806067495911121,0.5412573652944856,0.5713268584589499,0.5904573840047549,0.5903837429873312,0.6071712657368985,0.6223916137564752,0.6356356444673376,0.6449144300239028,0.6479647893438499,0.6546452291734355,0.6590452650070933,0.6608528518146621,0.6768628662782799,0.6586110151846679,0.6565488315786905,0.645911734285991,0.6622515304230991,0.6614946295846427,0.6574168409244489,0.6581253175038071,0.6562209077442956,0.6592574994465948,0.6665259648294003,0.6700346483492882,0.6747684387202088,0.6725145245919899,0.6817355030746923,0.6838245325786733,0.6852818110871651,0.6850158504400069,0.6889124628237344,0.690841837440928,0.6891540159987247,0.6887050781046707,0.6923933220764341,0.6890190079067372,0.6937869026024159,0.6897823365389318,0.6970033009772976,0.6938352989555225,0.6883278940534432,0.6967569828048581,0.692962474557767,0.6932442581509161,0.6925363960667817,0.6922743916412142,0.6901213702864372,0.6892997562732143,0.6972760664433498,0.6994520093305542,0.6994245252545427,0.7050724297152514,0.7059029864054606,0.7074098740693607,0.7066642210672243,0.7027413914225386,0.6917692265513571,0.6868659604273212,0.6879148107280811,0.686379481793034,0.6903638190953438,0.6935897383714579,0.6924817636707543,0.6904294849188939,0.6902898405495599,0.6879626768248991,0.6897250705339184,0.6956294930079966,0.6911079667584267,0.6950653708941376,0.689017751354762,0.6933279318715266,0.6926809397842473,0.711944866731909,0.7133052671961522,0.7176757904635517,0.7174791436663667,0.7152888154040717,0.7159957214986352,0.7133209841159481,0.7124971741184852,0.7151092424513996,0.7194519134851284,0.71835445848531,0.7134816024617396,0.7163642053739575,0.719844460534734,0.7184167708277437,0.7193988876530646,0.7179284991535231,0.7146960280375003,0.7116044651341997,0.7085983669419808,0.710719044248716,0.7141536219006451
209,0.020683002938889753,0.07333341722660616,0.2125795702894092,0.36925346166209366,0.44256893705888617,0.49668937064546254,0.5351206240773883,0.5527864268913647,0.5732858773576571,0.5839269232926271,0.6039240033248369,0.6240138437772181,0.6356471556866776,0.6335977686266355,0.6309038558968392,0.6343072469689242,0.6312413108595767,0.6419480694141416,0.6535577583339767,0.6566400322978487,0.6650792284813982,0.6590602227019883,0.6468760926482189,0.6479409465070739,0.6463976158390611,0.6480899104747779,0.6572406128817992,0.66964560047699,0.6699093595730652,0.6728388991788071,0.6796812384268717,0.6877124418571118,0.6854920310173123,0.6837519704154446,0.6860547575471617,0.6909557037882464,0.6813943736527398,0.6769714850386965,0.6726684976261774,0.6692183174029713,0.6682982223126488,0.6853580113281158,0.6900760160913983,0.6929281125880955,0.6953045750539404,0.6946074323481595,0.6916966457880673,0.6934891201001592,0.6923659742951459,0.7003964145365278,0.7027221320417945,0.7065639703339315,0.7028455854816912,0.7063351896095924,0.7037343074170925,0.7065065643245907,0.6959567415340095,0.7000226157992637,0.703144913771536,0.7109588254123345,0.7069372586148219,0.7087335849606778,0.708052417889296,0.7096584964216714,0.7206913422941856,0.713635770527019,0.7120284485072221,0.709373328099694,0.7137875864724799,0.7088834099718089,0.7067471914029523,0.708302520287241,0.7011155512326086,0.7079084563369061,0.7038977752071501,0.7039422316368121,0.6892456536562578,0.6912093488932601,0.6893127120378975,0.6952759820212144,0.7012943711828915,0.7032048848360379,0.7053302781939234,0.7062911239548675,0.7074613424873339,0.7036580208725018,0.6999542556743412,0.697985501449832,0.6982072413563141,0.6945437235084758,0.69486295977258,0.6967902700571497,0.7006540260851437,0.6972055449822706,0.6976869853075958,0.7044035523227399,0.7092782382678295,0.7136211120931304,0.7118919509983401,0.7172149236313136
