id,polarization,mean intention,adoption rate
400,0.060455232972130714,0.05311930867566941,0.1
401,0.08320147729991847,0.0756176529842656,0.11
402,0.09433703460343072,0.09715333830739757,0.2
403,0.024318014731152443,0.027706151428278876,0.18
404,0.014208346812647859,-0.015801306536195065,0.07
405,0.06569631027358215,-0.08379780491184477,0.16
406,0.07479524562080492,-0.07132085724508548,0.11
407,0.06167988531059399,0.0510905558444319,0.13
408,0.007848612077555857,-0.0061455970120765455,0.09
409,0.019918622884420076,0.019067062312258486,0.06
410,0.06991386765037101,0.06736146673712437,0.12
411,0.010630092841875367,-0.012015183951691448,0.17
412,0.028931343294732494,-0.032752633471087915,0.08
413,0.01330197253570832,0.005337751574306149,0.1
414,0.026918740522578893,0.028394508326267748,0.13
415,0.05960519079558506,-0.04531137633591955,0.08
416,0.03228344565670068,0.05318650734981519,0.17
417,0.09732393698346486,0.10935215238695141,0.19
418,0.02126962880012284,-0.03941218095230753,0.18
419,0.009789537578619261,-0.013809162841163012,0.08
420,0.01517115012999091,-0.023969361038058627,0.11
421,0.04180975415116939,0.06734438418540183,0.19
422,0.06642480764211385,0.10286774252509032,0.21
423,0.04274532249745705,-0.03741376632837372,0.09
424,0.015013586066789892,-0.015053834859631954,0.04
425,0.04030579026169841,-0.05274570974985218,0.13
426,0.05871480117707639,-0.05203877251324979,0.09
427,0.049000134845311655,-0.06334742469884941,0.15
428,0.040610826089137644,0.04653664836084581,0.11
429,0.03193897794546053,-0.035210635708075706,0.15
430,0.11072329108729123,0.10912060634684316,0.15
431,0.04530028834145885,-0.04021279995621488,0.12
432,0.05471842514139734,-0.06435228433541794,0.13
433,0.01896020356504943,0.03208008889623713,0.18
434,0.05995328423828821,0.07302082537951787,0.14
435,0.07095544613483,0.07992786427549406,0.15
436,0.0314668704807521,0.031492208890610676,0.09
437,0.032615227698777186,-0.01746857824396503,0.12
438,0.014609119288081559,-0.008239570368344561,0.08
439,0.010493163509981985,0.010309998209421406,0.13
440,0.03843015452155114,-0.03054610688078453,0.13
441,0.013499017173505472,0.013942251656756945,0.1
442,0.023727281995571524,0.02760383238620578,0.07
443,0.0903830622939718,-0.09016794742850542,0.15
444,0.06817700737247046,0.06877185836471211,0.13
445,0.007867179127869479,-0.0031377736488175326,0.09
446,0.024396250831857206,0.018097112145085553,0.1
447,0.02415239081321933,6.452168314189564E-4,0.13
448,0.04735447201373284,0.04187537181852394,0.1
449,0.04308344267243724,0.06209084970409531,0.15
450,0.011918348111705038,-0.004926726588478695,0.08
451,0.031198898056707423,-0.04126503085033341,0.11
452,0.030104576282418596,-3.8288992565783204E-4,0.1
453,0.07380047778096596,-0.08209965144429701,0.16
454,0.02859643879595112,0.021121177365539978,0.12
455,0.009799239601626663,0.0050142444310414015,0.1
456,0.02186999013896477,0.034685295660432505,0.1
457,0.019774297394881863,-5.572416314022017E-4,0.13
458,0.1311361365358684,-0.140270956021097,0.18
459,0.0121660528912915,0.012078564395222851,0.11
460,0.047931627353865115,0.04296550205484063,0.07
461,0.03930307786975633,0.028212326890860763,0.12
462,0.022114370388344764,0.028168122742686513,0.15
463,0.037459679854620426,0.036363315983754994,0.17
464,0.030926197323684176,0.04206295437214649,0.1
465,0.03244126744585007,0.015455180680151243,0.12
466,0.06804128868382542,0.07147723263055086,0.15
467,0.019100504559467688,-0.02352558311181184,0.06
468,0.06472415653008064,0.0653906810693721,0.11
469,0.01402748736894519,-0.01173110975691323,0.13
470,0.0621347000141809,0.0590963287175733,0.09
471,0.015936010351434583,-0.027165680477232775,0.1
472,0.09557801168609996,-0.07576563314038032,0.11
473,0.05171064601528081,-0.07039413740922612,0.15
474,0.03632364337907136,0.02716454422442576,0.08
475,0.020283071857016798,0.02169103862902934,0.14
476,0.010896694089399243,-0.016115634817398083,0.13
477,0.033874254391365904,-0.03912341581767122,0.12
478,0.03237835829877467,-0.04658418385314283,0.13
479,0.02283449001231883,-0.028181909066647953,0.09
480,0.05843036442879887,0.0581848540973068,0.12
481,0.02860981505803408,0.032756649837743325,0.1
482,0.022244681565732675,0.011886460888879393,0.03
483,0.03033514571360977,0.04534523000012811,0.1
484,0.05210519725268241,-0.05890664438344013,0.12
485,0.04364809273031342,-0.054821276724316824,0.15
486,0.03467817004613764,0.031056954844095926,0.11
487,0.06070873271769962,0.06336733687606365,0.13
488,0.021118567725553965,0.014494841935709293,0.15
489,0.035087096624842155,-0.03423938618985427,0.06
490,0.01708686682521576,0.020521436511517357,0.14
491,0.04576160514916588,-0.05618028926909431,0.12
492,0.053620238899008424,0.04298104559102641,0.08
493,0.02205254291229498,0.030788665026630534,0.11
494,0.05377680410751316,-0.06634756641443089,0.13
495,0.025935234081546403,-0.015576181117114335,0.05
496,0.01575475198472794,-8.627666171705081E-4,0.11
497,0.03683151448304894,-0.04804210046862119,0.17
498,0.08807055618737367,0.07090858884497134,0.14
499,0.017255890116476574,0.01747556597904646,0.09
